PID,Province,DID,District,Crop,Year,(Area in '000' Hectares),"(Production in ""000""Tonnes)"
1,Balochistan,,Kohlu,Maize,1989-90,0,0
1,Balochistan,,Kachhi,Maize,1989-90,0,0
1,Balochistan,,Bughti,Maize,1989-90,0,0
1,Balochistan,,Nasirabad,Maize,1989-90,0,0
1,Balochistan,,Jafferabad ,Maize,1989-90,0,0
1,Balochistan,,Tomboo,Maize,1989-90,0,0
1,Balochistan,,Bolan,Maize,1989-90,0,0
1,Balochistan,,Mastung,Maize,1989-90,0,0
1,Balochistan,,Khuzdar,Maize,1989-90,0,0
1,Balochistan,,Awaran,Maize,1989-90,0,0
1,Balochistan,,Kharan,Maize,1989-90,0,0
1,Balochistan,,Lasbela,Maize,1989-90,0,0
1,Balochistan,,Turbat,Maize,1989-90,0,0
1,Balochistan,,Panjgoor,Maize,1989-90,0,0
1,Balochistan,,Gwadar,Maize,1989-90,0,0
1,Balochistan,,Magsi,Maize,1989-90,0,0
1,Balochistan,,Kalat,Maize,1989-90,0,0
1,Balochistan,,Quetta,Maize,1990-91,0,0
1,Balochistan,,Pishin,Maize,1990-91,0,0
1,Balochistan,,Killa Abdullah,Maize,1990-91,0,0
1,Balochistan,,Chagai,Maize,1990-91,0,0
1,Balochistan,,Loralai,Maize,1990-91,2.4,2.7
1,Balochistan,,Musa Khail ,Maize,1990-91,0,0
1,Balochistan,,Barkhan,Maize,1990-91,0,0
1,Balochistan,,Zhob,Maize,1990-91,0.9,1.4
1,Balochistan,,Killa Saifullah,Maize,1990-91,1,0
1,Balochistan,,Sibi,Maize,1990-91,0.1,0.1
1,Balochistan,,Ziarat,Maize,1990-91,0,0
1,Balochistan,,Kohlu,Maize,1990-91,0,0
1,Balochistan,,Kachhi,Maize,1990-91,0,0
1,Balochistan,,Bughti,Maize,1990-91,0,0
1,Balochistan,,Nasirabad,Maize,1990-91,0,0
1,Balochistan,,Jafferabad ,Maize,1990-91,0,0
1,Balochistan,,Tomboo,Maize,1990-91,0,0
1,Balochistan,,Bolan,Maize,1990-91,0,0
1,Balochistan,,Mastung,Maize,1990-91,0,0
1,Balochistan,,Khuzdar,Maize,1990-91,0,0
1,Balochistan,,Awaran,Maize,1990-91,0,0
1,Balochistan,,Kharan,Maize,1990-91,0,0
1,Balochistan,,Lasbela,Maize,1990-91,0.1,0
1,Balochistan,,Turbat,Maize,1990-91,0,0
1,Balochistan,,Panjgoor,Maize,1990-91,0,0
1,Balochistan,,Gwadar,Maize,1990-91,0,0
1,Balochistan,,Magsi,Maize,1990-91,0,0
1,Balochistan,,Kalat,Maize,1990-91,0,0
1,Balochistan,,Quetta,Maize,1991-92,0,0
1,Balochistan,,Pishin,Maize,1991-92,0,0
1,Balochistan,,Killa Abdullah,Maize,1991-92,0,0
1,Balochistan,,Chagai,Maize,1991-92,0,0
1,Balochistan,,Loralai,Maize,1991-92,2.7,2.6
1,Balochistan,,Musa Khail ,Maize,1991-92,0,0
1,Balochistan,,Barkhan,Maize,1991-92,0,0
1,Balochistan,,Zhob,Maize,1991-92,0.8,0.7
1,Balochistan,,Killa Saifullah,Maize,1991-92,0.9,0.8
1,Balochistan,,Sibi,Maize,1991-92,0.1,0.1
1,Balochistan,,Ziarat,Maize,1991-92,0,0
1,Balochistan,,Kohlu,Maize,1991-92,0,0
1,Balochistan,,Kachhi,Maize,1991-92,0,0
1,Balochistan,,Bughti,Maize,1991-92,0,0
1,Balochistan,,Nasirabad,Maize,1991-92,0,0
1,Balochistan,,Jafferabad ,Maize,1991-92,0,0
1,Balochistan,,Tomboo,Maize,1991-92,0,0
1,Balochistan,,Bolan,Maize,1991-92,0,0
1,Balochistan,,Mastung,Maize,1991-92,0,0
1,Balochistan,,Khuzdar,Maize,1991-92,0,0
1,Balochistan,,Awaran,Maize,1991-92,0,0
1,Balochistan,,Kharan,Maize,1991-92,0,0
1,Balochistan,,Lasbela,Maize,1991-92,0,0
1,Balochistan,,Turbat,Maize,1991-92,0,0
1,Balochistan,,Panjgoor,Maize,1991-92,0,0
1,Balochistan,,Gwadar,Maize,1991-92,0,0
1,Balochistan,,Magsi,Maize,1991-92,0,0
1,Balochistan,,Kalat,Maize,1991-92,0,0
1,Balochistan,,Quetta,Maize,1992-93,0,0
1,Balochistan,,Pishin,Maize,1992-93,0,0
1,Balochistan,,Killa Abdullah,Maize,1992-93,0,0
1,Balochistan,,Chagai,Maize,1992-93,0,0
1,Balochistan,,Loralai,Maize,1992-93,2.7,2.7
1,Balochistan,,Musa Khail ,Maize,1992-93,0,0
1,Balochistan,,Barkhan,Maize,1992-93,0,0
1,Balochistan,,Zhob,Maize,1992-93,0.7,0.6
1,Balochistan,,Killa Saifullah,Maize,1992-93,0.7,0.8
1,Balochistan,,Sibi,Maize,1992-93,0.1,0.1
1,Balochistan,,Ziarat,Maize,1992-93,0,0
1,Balochistan,,Kohlu,Maize,1992-93,0,0
1,Balochistan,,Kachhi,Maize,1992-93,0,0
1,Balochistan,,Bughti,Maize,1992-93,0,0
1,Balochistan,,Nasirabad,Maize,1992-93,0,0
1,Balochistan,,Jafferabad ,Maize,1992-93,0,0
1,Balochistan,,Tomboo,Maize,1992-93,0,0
1,Balochistan,,Bolan,Maize,1992-93,0,0
1,Balochistan,,Mastung,Maize,1992-93,0,0
1,Balochistan,,Khuzdar,Maize,1992-93,0,0
1,Balochistan,,Awaran,Maize,1992-93,0,0
1,Balochistan,,Kharan,Maize,1992-93,0,0
1,Balochistan,,Lasbela,Maize,1992-93,0,0
1,Balochistan,,Turbat,Maize,1992-93,0,0
1,Balochistan,,Panjgoor,Maize,1992-93,0,0
1,Balochistan,,Gwadar,Maize,1992-93,0,0
1,Balochistan,,Magsi,Maize,1992-93,0,0
1,Balochistan,,Kalat,Maize,1992-93,0,0
1,Balochistan,,Quetta,Maize,1993-94,0,0
1,Balochistan,,Pishin,Maize,1993-94,0,0
1,Balochistan,,Killa Abdullah,Maize,1993-94,0,0
1,Balochistan,,Chagai,Maize,1993-94,0,0
1,Balochistan,,Loralai,Maize,1993-94,1.1,3
1,Balochistan,,Musa Khail ,Maize,1993-94,0.5,0
1,Balochistan,,Barkhan,Maize,1993-94,0,0
1,Balochistan,,Zhob,Maize,1993-94,0.5,0.6
1,Balochistan,,Killa Saifullah,Maize,1993-94,0.6,0.6
1,Balochistan,,Sibi,Maize,1993-94,0.1,0.1
1,Balochistan,,Ziarat,Maize,1993-94,0,0
1,Balochistan,,Kohlu,Maize,1993-94,0,0
1,Balochistan,,Kachhi,Maize,1993-94,0,0
1,Balochistan,,Bughti,Maize,1993-94,0,0
1,Balochistan,,Nasirabad,Maize,1993-94,0,0
1,Balochistan,,Jafferabad ,Maize,1993-94,0,0
1,Balochistan,,Tomboo,Maize,1993-94,0,0
1,Balochistan,,Bolan,Maize,1993-94,0,0
1,Balochistan,,Mastung,Maize,1993-94,0,0
1,Balochistan,,Khuzdar,Maize,1993-94,0,0
1,Balochistan,,Awaran,Maize,1993-94,0,0
1,Balochistan,,Kharan,Maize,1993-94,0,0
1,Balochistan,,Lasbela,Maize,1993-94,0,0
1,Balochistan,,Turbat,Maize,1993-94,0,0
1,Balochistan,,Panjgoor,Maize,1993-94,0,0
1,Balochistan,,Gwadar,Maize,1993-94,0,0
1,Balochistan,,Magsi,Maize,1993-94,0,0
1,Balochistan,,Kalat,Maize,1993-94,0,0
1,Balochistan,,Quetta,Maize,1994-95,0,0
1,Balochistan,,Pishin,Maize,1994-95,0,0
1,Balochistan,,Killa Abdullah,Maize,1994-95,0,0
1,Balochistan,,Chagai,Maize,1994-95,0,0
1,Balochistan,,Loralai,Maize,1994-95,1.7,1.2
1,Balochistan,,Musa Khail ,Maize,1994-95,1.1,0.6
1,Balochistan,,Barkhan,Maize,1994-95,0,0
1,Balochistan,,Zhob,Maize,1994-95,0.5,0.4
1,Balochistan,,Killa Saifullah,Maize,1994-95,0.8,0.6
1,Balochistan,,Sibi,Maize,1994-95,0.1,0.1
1,Balochistan,,Ziarat,Maize,1994-95,0,0
1,Balochistan,,Kohlu,Maize,1994-95,0,0
1,Balochistan,,Kachhi,Maize,1994-95,0,0
1,Balochistan,,Bughti,Maize,1994-95,0,0
1,Balochistan,,Nasirabad,Maize,1994-95,0,0
1,Balochistan,,Jafferabad ,Maize,1994-95,0,0
1,Balochistan,,Tomboo,Maize,1994-95,0,0
1,Balochistan,,Bolan,Maize,1994-95,0,0
1,Balochistan,,Mastung,Maize,1994-95,0,0
1,Balochistan,,Khuzdar,Maize,1994-95,0,0
1,Balochistan,,Awaran,Maize,1994-95,0,0
1,Balochistan,,Kharan,Maize,1994-95,0,0
1,Balochistan,,Lasbela,Maize,1994-95,0,0
1,Balochistan,,Turbat,Maize,1994-95,0,0
1,Balochistan,,Panjgoor,Maize,1994-95,0,0
1,Balochistan,,Gwadar,Maize,1994-95,0,0
1,Balochistan,,Magsi,Maize,1994-95,0,0
1,Balochistan,,Kalat,Maize,1994-95,0,0
1,Balochistan,,Quetta,Maize,1995-96,0,0
1,Balochistan,,Pishin,Maize,1995-96,0,0
1,Balochistan,,Killa Abdullah,Maize,1995-96,0,0
1,Balochistan,,Chagai,Maize,1995-96,0,0
1,Balochistan,,Loralai,Maize,1995-96,1.7,1.8
1,Balochistan,,Musa Khail ,Maize,1995-96,1.1,1.4
1,Balochistan,,Barkhan,Maize,1995-96,0,0
1,Balochistan,,Zhob,Maize,1995-96,0.5,0.4
1,Balochistan,,Killa Saifullah,Maize,1995-96,0.8,0.8
1,Balochistan,,Sibi,Maize,1995-96,0.1,0.1
1,Balochistan,,Ziarat,Maize,1995-96,0,0
1,Balochistan,,Kohlu,Maize,1995-96,0,0
1,Balochistan,,Kachhi,Maize,1995-96,0,0
1,Balochistan,,Bughti,Maize,1995-96,0,0
1,Balochistan,,Nasirabad,Maize,1995-96,0,0
1,Balochistan,,Jafferabad ,Maize,1995-96,0,0
1,Balochistan,,Tomboo,Maize,1995-96,0,0
1,Balochistan,,Bolan,Maize,1995-96,0,0
1,Balochistan,,Mastung,Maize,1995-96,0,0
1,Balochistan,,Khuzdar,Maize,1995-96,0,0
1,Balochistan,,Awaran,Maize,1995-96,0,0
1,Balochistan,,Kharan,Maize,1995-96,0,0
1,Balochistan,,Lasbela,Maize,1995-96,0,0
1,Balochistan,,Turbat,Maize,1995-96,0,0
1,Balochistan,,Panjgoor,Maize,1995-96,0,0
1,Balochistan,,Gwadar,Maize,1995-96,0,0
1,Balochistan,,Magsi,Maize,1995-96,0,0
1,Balochistan,,Kalat,Maize,1995-96,0,0
1,Balochistan,,Quetta,Maize,1996-97,0,0
1,Balochistan,,Pishin,Maize,1996-97,0,0
1,Balochistan,,Killa Abdullah,Maize,1996-97,0,0
1,Balochistan,,Chagai,Maize,1996-97,0,0
1,Balochistan,,Loralai,Maize,1996-97,1.6,1.8
1,Balochistan,,Musa Khail ,Maize,1996-97,0.6,1.4
1,Balochistan,,Barkhan,Maize,1996-97,0,0
1,Balochistan,,Zhob,Maize,1996-97,0.4,0.5
1,Balochistan,,Killa Saifullah,Maize,1996-97,0.8,0.7
1,Balochistan,,Sibi,Maize,1996-97,0.1,0.1
1,Balochistan,,Ziarat,Maize,1996-97,0,0
1,Balochistan,,Kohlu,Maize,1996-97,0.1,0
1,Balochistan,,Kachhi,Maize,1996-97,0,0
1,Balochistan,,Bughti,Maize,1996-97,0,0
1,Balochistan,,Nasirabad,Maize,1996-97,0,0
1,Balochistan,,Jafferabad ,Maize,1996-97,0,0
1,Balochistan,,Tomboo,Maize,1996-97,0,0
1,Balochistan,,Bolan,Maize,1996-97,0,0
1,Balochistan,,Mastung,Maize,1996-97,0,0
1,Balochistan,,Khuzdar,Maize,1996-97,0,0
1,Balochistan,,Awaran,Maize,1996-97,0,0
1,Balochistan,,Kharan,Maize,1996-97,0,0
1,Balochistan,,Lasbela,Maize,1996-97,0,0
1,Balochistan,,Turbat,Maize,1996-97,0,0
1,Balochistan,,Panjgoor,Maize,1996-97,0,0
1,Balochistan,,Gwadar,Maize,1996-97,0,0
1,Balochistan,,Magsi,Maize,1996-97,0,0
1,Balochistan,,Kalat,Maize,1996-97,0,0
1,Balochistan,,Quetta,Maize,1997-98,0,0
1,Balochistan,,Pishin,Maize,1997-98,0,0
1,Balochistan,,Killa Abdullah,Maize,1997-98,0,0
1,Balochistan,,Chagai,Maize,1997-98,0,0
1,Balochistan,,Loralai,Maize,1997-98,1.7,1.8
1,Balochistan,,Musa Khail ,Maize,1997-98,0.7,0.8
1,Balochistan,,Barkhan,Maize,1997-98,0,0
1,Balochistan,,Zhob,Maize,1997-98,0.4,0.4
1,Balochistan,,Killa Saifullah,Maize,1997-98,0.8,0.7
1,Balochistan,,Sibi,Maize,1997-98,0.1,0.1
1,Balochistan,,Ziarat,Maize,1997-98,0,0
1,Balochistan,,Kohlu,Maize,1997-98,0.2,0.1
1,Balochistan,,Kachhi,Maize,1997-98,0,0
1,Balochistan,,Bughti,Maize,1997-98,0,0
1,Balochistan,,Nasirabad,Maize,1997-98,0,0
1,Balochistan,,Jafferabad ,Maize,1997-98,0,0
1,Balochistan,,Tomboo,Maize,1997-98,0,0
1,Balochistan,,Bolan,Maize,1997-98,0,0
1,Balochistan,,Mastung,Maize,1997-98,0,0
1,Balochistan,,Khuzdar,Maize,1997-98,0,0
1,Balochistan,,Awaran,Maize,1997-98,0,0
1,Balochistan,,Kharan,Maize,1997-98,0,0
1,Balochistan,,Lasbela,Maize,1997-98,0.1,0
1,Balochistan,,Turbat,Maize,1997-98,0,0
1,Balochistan,,Panjgoor,Maize,1997-98,0,0
1,Balochistan,,Gwadar,Maize,1997-98,0,0
1,Balochistan,,Magsi,Maize,1997-98,0,0
1,Balochistan,,Kalat,Maize,1997-98,0,0
1,Balochistan,,Quetta,Maize,1998-99,0,0
1,Balochistan,,Pishin,Maize,1998-99,0,0
1,Balochistan,,Killa Abdullah,Maize,1998-99,0,0
1,Balochistan,,Chagai,Maize,1998-99,0,0
1,Balochistan,,Loralai,Maize,1998-99,1.7,1.9
1,Balochistan,,Musa Khail ,Maize,1998-99,0.6,0.9
1,Balochistan,,Barkhan,Maize,1998-99,0,0
1,Balochistan,,Zhob,Maize,1998-99,0.7,0.4
1,Balochistan,,Killa Saifullah,Maize,1998-99,0.2,0.7
1,Balochistan,,Sibi,Maize,1998-99,0.1,0.1
1,Balochistan,,Ziarat,Maize,1998-99,0,0
1,Balochistan,,Kohlu,Maize,1998-99,0,0.2
1,Balochistan,,Kachhi,Maize,1998-99,0,0
1,Balochistan,,Bughti,Maize,1998-99,0,0
1,Balochistan,,Nasirabad,Maize,1998-99,0,0
1,Balochistan,,Jafferabad ,Maize,1998-99,0,0
1,Balochistan,,Tomboo,Maize,1998-99,0,0
1,Balochistan,,Bolan,Maize,1998-99,0,0
1,Balochistan,,Mastung,Maize,1998-99,0,0
1,Balochistan,,Khuzdar,Maize,1998-99,0,0
1,Balochistan,,Awaran,Maize,1998-99,0,0
1,Balochistan,,Kharan,Maize,1998-99,0,0
1,Balochistan,,Lasbela,Maize,1998-99,0.1,0.1
1,Balochistan,,Turbat,Maize,1998-99,0,0
1,Balochistan,,Panjgoor,Maize,1998-99,0,0
1,Balochistan,,Gwadar,Maize,1998-99,0,0
1,Balochistan,,Magsi,Maize,1998-99,0,0
1,Balochistan,,Kalat,Maize,1998-99,0,0
1,Balochistan,,Quetta,Maize,1999-00,0,0
1,Balochistan,,Pishin,Maize,1999-00,0,0
1,Balochistan,,Killa Abdullah,Maize,1999-00,0,0
1,Balochistan,,Chagai,Maize,1999-00,0,0
1,Balochistan,,Loralai,Maize,1999-00,0.5,1.9
1,Balochistan,,Musa Khail ,Maize,1999-00,0.9,0.8
1,Balochistan,,Barkhan,Maize,1999-00,0,0
1,Balochistan,,Zhob,Maize,1999-00,0.7,0.6
1,Balochistan,,Killa Saifullah,Maize,1999-00,0.2,0.2
1,Balochistan,,Sibi,Maize,1999-00,0.1,0.1
1,Balochistan,,Ziarat,Maize,1999-00,0,0
1,Balochistan,,Kohlu,Maize,1999-00,0,0
1,Balochistan,,Kachhi,Maize,1999-00,0,0
1,Balochistan,,Bughti,Maize,1999-00,0,0
1,Balochistan,,Nasirabad,Maize,1999-00,0,0
1,Balochistan,,Jafferabad ,Maize,1999-00,0,0
1,Balochistan,,Tomboo,Maize,1999-00,0,0
1,Balochistan,,Bolan,Maize,1999-00,0,0
1,Balochistan,,Mastung,Maize,1999-00,0,0
1,Balochistan,,Khuzdar,Maize,1999-00,0,0
1,Balochistan,,Awaran,Maize,1999-00,0,0
1,Balochistan,,Kharan,Maize,1999-00,0,0
1,Balochistan,,Lasbela,Maize,1999-00,0.1,0.1
1,Balochistan,,Turbat,Maize,1999-00,0,0
1,Balochistan,,Panjgoor,Maize,1999-00,0,0
1,Balochistan,,Gwadar,Maize,1999-00,0,0
1,Balochistan,,Magsi,Maize,1999-00,0,0
1,Balochistan,,Kalat,Maize,1999-00,0,0
1,Balochistan,,Quetta,Maize,2000-01,0,0
1,Balochistan,,Pishin,Maize,2000-01,0,0
1,Balochistan,,Killa Abdullah,Maize,2000-01,0,0
1,Balochistan,,Chagai,Maize,2000-01,0,0
1,Balochistan,,Loralai,Maize,2000-01,1.1,0.6
1,Balochistan,,Musa Khail ,Maize,2000-01,0,1.1
1,Balochistan,,Barkhan,Maize,2000-01,0,0
1,Balochistan,,Zhob,Maize,2000-01,0.5,0.7
1,Balochistan,,Killa Saifullah,Maize,2000-01,0.2,0.2
1,Balochistan,,Sibi,Maize,2000-01,0,0.1
1,Balochistan,,Ziarat,Maize,2000-01,0,0
1,Balochistan,,Kohlu,Maize,2000-01,0,0
1,Balochistan,,Kachhi,Maize,2000-01,0,0
1,Balochistan,,Bughti,Maize,2000-01,0,0
1,Balochistan,,Nasirabad,Maize,2000-01,0,0
1,Balochistan,,Jafferabad ,Maize,2000-01,0,0
1,Balochistan,,Tomboo,Maize,2000-01,0,0
1,Balochistan,,Bolan,Maize,2000-01,0,0
1,Balochistan,,Mastung,Maize,2000-01,0,0
1,Balochistan,,Khuzdar,Maize,2000-01,0.7,0
1,Balochistan,,Awaran,Maize,2000-01,0,0
1,Balochistan,,Kharan,Maize,2000-01,0,0
1,Balochistan,,Lasbela,Maize,2000-01,0,0.1
1,Balochistan,,Turbat,Maize,2000-01,0,0
1,Balochistan,,Panjgoor,Maize,2000-01,0,0
1,Balochistan,,Gwadar,Maize,2000-01,0,0
1,Balochistan,,Magsi,Maize,2000-01,0,0
1,Balochistan,,Kalat,Maize,2000-01,0,0
1,Balochistan,,Quetta,Maize,2001-02,0,0
1,Balochistan,,Pishin,Maize,2001-02,0,0
1,Balochistan,,Killa Abdullah,Maize,2001-02,0,0
1,Balochistan,,Chagai,Maize,2001-02,0,0
1,Balochistan,,Loralai,Maize,2001-02,1.2,1.2
1,Balochistan,,Musa Khail ,Maize,2001-02,0,0
1,Balochistan,,Barkhan,Maize,2001-02,0,0
1,Balochistan,,Zhob,Maize,2001-02,0.5,0.5
1,Balochistan,,Killa Saifullah,Maize,2001-02,0.2,0.2
1,Balochistan,,Sibi,Maize,2001-02,0,0
1,Balochistan,,Ziarat,Maize,2001-02,0,0
1,Balochistan,,Kohlu,Maize,2001-02,0,0
1,Balochistan,,Kachhi,Maize,2001-02,0,0
1,Balochistan,,Bughti,Maize,2001-02,0,0
1,Balochistan,,Nasirabad,Maize,2001-02,0,0
1,Balochistan,,Jafferabad ,Maize,2001-02,0,0
1,Balochistan,,Tomboo,Maize,2001-02,0,0
1,Balochistan,,Bolan,Maize,2001-02,0,0
1,Balochistan,,Mastung,Maize,2001-02,0,0
1,Balochistan,,Khuzdar,Maize,2001-02,0.8,0.6
1,Balochistan,,Awaran,Maize,2001-02,0,0
1,Balochistan,,Kharan,Maize,2001-02,0,0
1,Balochistan,,Lasbela,Maize,2001-02,0,0
1,Balochistan,,Turbat,Maize,2001-02,0,0
1,Balochistan,,Panjgoor,Maize,2001-02,0,0
1,Balochistan,,Gwadar,Maize,2001-02,0,0
1,Balochistan,,Magsi,Maize,2001-02,0,0
1,Balochistan,,Kalat,Maize,2001-02,0,0
1,Balochistan,,Quetta,Maize,2002-03,0,0
1,Balochistan,,Pishin,Maize,2002-03,0.2,0
1,Balochistan,,Killa Abdullah,Maize,2002-03,0,0
1,Balochistan,,Chagai,Maize,2002-03,0,0
1,Balochistan,,Loralai,Maize,2002-03,1.2,1.5
1,Balochistan,,Musa Khail ,Maize,2002-03,0,0
1,Balochistan,,Barkhan,Maize,2002-03,0,0
1,Balochistan,,Zhob,Maize,2002-03,0.5,0.5
1,Balochistan,,Killa Saifullah,Maize,2002-03,0.2,0.2
1,Balochistan,,Sibi,Maize,2002-03,0,0
1,Balochistan,,Ziarat,Maize,2002-03,0,0
1,Balochistan,,Kohlu,Maize,2002-03,0,0
1,Balochistan,,Kachhi,Maize,2002-03,0,0
1,Balochistan,,Bughti,Maize,2002-03,0,0
1,Balochistan,,Nasirabad,Maize,2002-03,0,0
1,Balochistan,,Jafferabad ,Maize,2002-03,0,0
1,Balochistan,,Tomboo,Maize,2002-03,0,0
1,Balochistan,,Bolan,Maize,2002-03,0,0
1,Balochistan,,Mastung,Maize,2002-03,0,0
1,Balochistan,,Khuzdar,Maize,2002-03,0.8,0.7
1,Balochistan,,Awaran,Maize,2002-03,0,0
1,Balochistan,,Kharan,Maize,2002-03,0,0
1,Balochistan,,Lasbela,Maize,2002-03,0,0
1,Balochistan,,Turbat,Maize,2002-03,0,0
1,Balochistan,,Panjgoor,Maize,2002-03,0,0
1,Balochistan,,Gwadar,Maize,2002-03,0,0
1,Balochistan,,Magsi,Maize,2002-03,0,0
1,Balochistan,,Kalat,Maize,2002-03,0,0
1,Balochistan,,Quetta,Maize,2003-04,0,0
1,Balochistan,,Pishin,Maize,2003-04,0.1,0.2
1,Balochistan,,Killa Abdullah,Maize,2003-04,0,0
1,Balochistan,,Chagai,Maize,2003-04,0,0
1,Balochistan,,Loralai,Maize,2003-04,2.8,1.5
1,Balochistan,,Musa Khail ,Maize,2003-04,1.6,0
1,Balochistan,,Barkhan,Maize,2003-04,0,0
1,Balochistan,,Zhob,Maize,2003-04,0.2,0.5
1,Balochistan,,Killa Saifullah,Maize,2003-04,0.2,0.2
1,Balochistan,,Sibi,Maize,2003-04,0,0
1,Balochistan,,Ziarat,Maize,2003-04,0,0
1,Balochistan,,Kohlu,Maize,2003-04,0,0
1,Balochistan,,Kachhi,Maize,2003-04,0,0
1,Balochistan,,Bughti,Maize,2003-04,0,0
1,Balochistan,,Nasirabad,Maize,2003-04,0,0
1,Balochistan,,Jafferabad ,Maize,2003-04,0,0
1,Balochistan,,Tomboo,Maize,2003-04,0,0
1,Balochistan,,Bolan,Maize,2003-04,0,0
1,Balochistan,,Mastung,Maize,2003-04,0,0
1,Balochistan,,Khuzdar,Maize,2003-04,0.3,0.7
1,Balochistan,,Awaran,Maize,2003-04,0,0
1,Balochistan,,Kharan,Maize,2003-04,0,0
1,Balochistan,,Lasbela,Maize,2003-04,0,0
1,Balochistan,,Turbat,Maize,2003-04,0,0
1,Balochistan,,Panjgoor,Maize,2003-04,0,0
1,Balochistan,,Gwadar,Maize,2003-04,0,0
1,Balochistan,,Magsi,Maize,2003-04,0,0
1,Balochistan,,Kalat,Maize,2003-04,0,0
1,Balochistan,,Quetta,Maize,2004-05,0,0
1,Balochistan,,Pishin,Maize,2004-05,0,0.1
1,Balochistan,,Killa Abdullah,Maize,2004-05,0,0
1,Balochistan,,Chagai,Maize,2004-05,0,0
1,Balochistan,,Loralai,Maize,2004-05,2.8,2.8
1,Balochistan,,Musa Khail ,Maize,2004-05,1.3,1.6
1,Balochistan,,Barkhan,Maize,2004-05,0,0
1,Balochistan,,Zhob,Maize,2004-05,0.3,0.2
1,Balochistan,,Killa Saifullah,Maize,2004-05,0.2,0.2
1,Balochistan,,Sibi,Maize,2004-05,0,0
1,Balochistan,,Ziarat,Maize,2004-05,0,0
1,Balochistan,,Kohlu,Maize,2004-05,0,0
1,Balochistan,,Kachhi,Maize,2004-05,0,0
1,Balochistan,,Bughti,Maize,2004-05,0,0
1,Balochistan,,Nasirabad,Maize,2004-05,0,0
1,Balochistan,,Jafferabad ,Maize,2004-05,0,0
1,Balochistan,,Tomboo,Maize,2004-05,0,0
1,Balochistan,,Bolan,Maize,2004-05,0,0
1,Balochistan,,Mastung,Maize,2004-05,0,0
1,Balochistan,,Khuzdar,Maize,2004-05,0.3,0.3
1,Balochistan,,Awaran,Maize,2004-05,0,0
1,Balochistan,,Kharan,Maize,2004-05,0,0
1,Balochistan,,Lasbela,Maize,2004-05,0.1,0
1,Balochistan,,Turbat,Maize,2004-05,0,0
1,Balochistan,,Panjgoor,Maize,2004-05,0,0
1,Balochistan,,Gwadar,Maize,2004-05,0,0
1,Balochistan,,Magsi,Maize,2004-05,0,0
1,Balochistan,,Kalat,Maize,2004-05,0.2,0
1,Balochistan,,Quetta,Maize,2005-06,0,0
1,Balochistan,,Pishin,Maize,2005-06,0,0
1,Balochistan,,Killa Abdullah,Maize,2005-06,0,0
1,Balochistan,,Chagai,Maize,2005-06,0,0
1,Balochistan,,Loralai,Maize,2005-06,3,2.8
1,Balochistan,,Musa Khail ,Maize,2005-06,0.9,1.4
1,Balochistan,,Barkhan,Maize,2005-06,0.1,0
1,Balochistan,,Zhob,Maize,2005-06,0.3,0.3
1,Balochistan,,Killa Saifullah,Maize,2005-06,0.2,0.2
1,Balochistan,,Sibi,Maize,2005-06,0,0
1,Balochistan,,Ziarat,Maize,2005-06,0,0
1,Balochistan,,Kohlu,Maize,2005-06,0,0
1,Balochistan,,Kachhi,Maize,2005-06,0,0
1,Balochistan,,Bughti,Maize,2005-06,0,0
1,Balochistan,,Nasirabad,Maize,2005-06,0,0
1,Balochistan,,Jafferabad ,Maize,2005-06,0,0
1,Balochistan,,Tomboo,Maize,2005-06,0,0
1,Balochistan,,Bolan,Maize,2005-06,0,0
1,Balochistan,,Mastung,Maize,2005-06,0,0
1,Balochistan,,Khuzdar,Maize,2005-06,0.2,0.3
1,Balochistan,,Awaran,Maize,2005-06,0,0
1,Balochistan,,Kharan,Maize,2005-06,0,0
1,Balochistan,,Lasbela,Maize,2005-06,0.6,0.1
1,Balochistan,,Turbat,Maize,2005-06,0,0
1,Balochistan,,Panjgoor,Maize,2005-06,0,0
1,Balochistan,,Gwadar,Maize,2005-06,0,0
1,Balochistan,,Magsi,Maize,2005-06,0,0
1,Balochistan,,Kalat,Maize,2005-06,0.2,0.2
1,Balochistan,,Quetta,Maize,2006-07,0,0
1,Balochistan,,Pishin,Maize,2006-07,0,0
1,Balochistan,,Killa Abdullah,Maize,2006-07,0,0
1,Balochistan,,Chagai,Maize,2006-07,0,0
1,Balochistan,,Loralai,Maize,2006-07,3.3,3.7
1,Balochistan,,Musa Khail ,Maize,2006-07,0.9,0.9
1,Balochistan,,Barkhan,Maize,2006-07,0,0.1
1,Balochistan,,Zhob,Maize,2006-07,0.3,0.3
1,Balochistan,,Killa Saifullah,Maize,2006-07,0.2,0.2
1,Balochistan,,Sibi,Maize,2006-07,0,0
1,Balochistan,,Ziarat,Maize,2006-07,0,0
1,Balochistan,,Kohlu,Maize,2006-07,0,0
1,Balochistan,,Kachhi,Maize,2006-07,0,0
1,Balochistan,,Bughti,Maize,2006-07,0,0
1,Balochistan,,Nasirabad,Maize,2006-07,0,0
1,Balochistan,,Jafferabad ,Maize,2006-07,0,0
1,Balochistan,,Tomboo,Maize,2006-07,0,0
1,Balochistan,,Bolan,Maize,2006-07,0,0
1,Balochistan,,Mastung,Maize,2006-07,0,0
1,Balochistan,,Khuzdar,Maize,2006-07,0.2,0.2
1,Balochistan,,Awaran,Maize,2006-07,0,0
